CC,CCL,CCO,CI,CLC,CLLC,McCC,NL,NLE,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HOR_D,HOR_T,HON_D,HON_T,HLEN,HVOC,HDIFF,HVOL,HEFF,HBUGS,HTIME,CYCL,PARAMS,CYCL_DENS,Vuln,repo,holdout
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,12,13,5,1,12,13,5,9,27,20,32,59,29,7.2,286.6208787125268,2063.670326730193,0.0955402929041756,114.64835148501074,2,1,20.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,12,2,2,0.0384615,1,0,0.0384615,1,25,32,17,1,25,32,17,18,76,31,76,152,49,22.06451612903226,853.4358963055116,18830.650099128063,0.2844786321018372,1046.147227729337,10,1,58.82352941176471,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,1,4,4,2,3,6,7,8,14,10,1.7142857142857142,46.50699332842308,79.7262742772967,0.0155023311094743,4.4292374598498165,1,1,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,2,3,5,4,1.5,10.0,15.0,0.0033333333333333,0.8333333333333334,1,1,100.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,1,1,2,2,3,3,0.5,4.754887502163468,2.377443751081734,0.0015849625007211,0.1320802083934296,1,0,100.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,11,11,6,3,4,5,5,9,8,1.5,27.0,40.5,0.009,2.25,1,0,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0625,1,0,0.0555556,1,15,16,10,1,17,18,12,5,30,32,45,75,37,3.515625,390.7090024221712,1373.5863366404458,0.1302363341407237,76.31035203558032,1,1,11.11111111111111,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,3,1,7,7,3,5,9,6,9,18,11,3.75,62.26976913547136,233.5116342580176,0.0207565897118237,12.972868569889863,2,1,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,8,3,0,7,8,3,6,15,11,15,30,17,4.090909090909091,122.6238852375102,501.6431668807235,0.0408746284125033,27.86906482670686,2,0,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,1,0,9,9,4,3,5,5,6,11,8,1.7999999999999998,33.0,59.39999999999999,0.011,3.2999999999999994,1,0,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,2,10,7,11,21,9,1.5714285714285714,66.56842503028857,104.60752504759633,0.0221894750100961,5.811529169310906,1,0,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,7,7,3,0,7,7,3,7,11,8,11,22,15,4.8125,85.95159310338741,413.6420418100519,0.0286505310344624,22.980113433891773,2,0,50.0,0,zurb/foundation-sites,False
0.0,0,0,0,0.0,0,16,3,3,0.159091,7,0,0.159091,7,37,53,29,2,37,53,29,17,70,28,67,137,45,20.339285714285715,752.3838741971655,15302.950584117349,0.2507946247323885,850.1639213398527,13,2,48.14814814814815,1,jshttp/fresh,False
0.0,0,0,0,0.0,0,3,1,1,0.142857,1,0,0.142857,1,6,8,3,1,6,8,3,9,9,6,10,19,15,7.5,74.23092131656186,556.731909874214,0.0247436404388539,30.929550548567445,2,1,100.0,1,jshttp/fresh,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,6,6,3,0,6,6,3,4,5,6,6,11,10,2.0,36.541209043760986,73.08241808752197,0.0121804030145869,4.060134338195665,2,0,66.66666666666666,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,3,1,1,0.111111,2,0,0.111111,2,16,21,11,1,16,21,11,12,35,29,40,75,41,8.275862068965518,401.81640034635626,3325.377106314673,0.1339388001154521,184.74317257303736,3,1,25.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,4,0,6,6,4,5,12,10,12,24,15,3.0,93.76537429460444,281.2961228838133,0.0312551247648681,15.627562382434071,1,0,25.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,2,1,1,0.0666667,1,0,0.0571429,2,14,15,7,1,33,35,21,8,27,18,26,53,26,5.777777777777778,249.1233050614779,1439.3790959107612,0.0830411016871593,79.96550532837563,2,1,25.0,1,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,1,4,4,2,2,4,7,9,13,9,1.2857142857142858,41.20902501875006,52.98303216696437,0.0137363416729166,2.943501787053576,1,1,50.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,5,5,4,1,5,5,4,4,7,9,11,18,13,2.4444444444444446,66.60791492653966,162.81934759820808,0.0222026383088465,9.04551931101156,2,1,66.66666666666666,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,5,2,2,0.08,2,0,0.08,2,23,28,17,1,23,28,17,11,47,34,60,107,45,9.705882352941176,587.6282813072752,5703.450965629435,0.1958760937690917,316.85838697941307,4,1,28.57142857142857,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,7,8,5,2,21,22,14,8,13,14,17,30,22,4.857142857142857,133.78294855911892,649.8028930014347,0.0445943161863729,36.10016072230192,1,2,20.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,13,13,8,0,13,13,8,9,27,20,30,57,29,6.75,276.90491672227165,1869.1081878753337,0.0923016389074238,103.83934377085188,3,0,33.33333333333333,1,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,1,0,0,0.111111,1,0,0.111111,1,8,9,4,1,8,9,4,7,11,13,18,29,20,4.846153846153846,125.33591475173353,607.397125335324,0.0417786382505778,33.74428474085133,1,1,20.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,1,4,4,2,2,4,7,9,13,9,1.2857142857142858,41.20902501875006,52.98303216696437,0.0137363416729166,2.943501787053576,1,1,50.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,9,9,4,2,16,16,9,5,10,12,15,25,17,3.125,102.1865710312585,319.3330344726828,0.0340621903437528,17.740724137371267,2,2,40.0,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,9,9,5,1,9,9,5,4,10,9,15,25,13,3.333333333333333,92.5109929535273,308.3699765117577,0.0308369976511757,17.13166536176432,2,1,33.33333333333333,0,hypery2k/galenframework-cli,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,16,18,8,1,16,18,8,8,21,10,24,45,18,9.6,187.64662506490404,1801.407600623079,0.0625488750216346,100.07820003461548,3,1,27.27272727272727,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,1,0,0,0.142857,1,1,0.1,1,6,8,4,1,9,11,6,7,7,5,8,15,12,5.6000000000000005,53.77443751081735,301.1368500605772,0.0179248125036057,16.729825003365402,1,1,33.33333333333333,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,9,3,2,0.0,0,0,0.0,0,25,27,17,2,25,27,17,9,65,15,71,136,24,21.3,623.5549000980774,13281.719372089048,0.2078516333660258,737.8732984493915,9,2,52.94117647058824,1,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,8,2,2,0.0,0,0,0.0,0,38,39,5,2,38,39,5,11,86,47,115,201,58,13.457446808510635,1177.4541800206418,15845.526997086296,0.3924847266735473,880.3070553936831,7,2,25.0,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,4,1,1,0.0,0,0,0.0,0,21,21,3,1,21,21,3,9,36,25,47,83,34,8.459999999999999,422.2594158237782,3572.3146578691635,0.140753138607926,198.46192543717572,4,1,28.57142857142857,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,4,1,1,0.0,0,0,0.0,0,22,23,3,2,22,23,3,9,39,27,52,91,36,8.666666666666666,470.4631751312504,4077.34751780417,0.1568210583770834,226.5193065446761,4,2,26.666666666666668,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,18,19,3,2,18,19,3,9,30,27,42,72,36,7.0,372.2346001038465,2605.642200726925,0.1240782000346154,144.75790004038473,3,2,25.0,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,9,5,2,0.0,0,0,0.0,0,15,15,12,2,15,15,12,10,39,19,47,86,29,12.36842105263158,417.7863655809713,5167.357679554119,0.1392621218603237,287.0754266418955,9,2,64.28571428571429,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,5,5,2,2,5,5,2,6,7,5,9,16,11,5.4,55.35090589819677,298.8948918502625,0.0184503019660655,16.60527176945903,2,2,100.0,0,TryGhost/Ghost,True
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.116883,9,6,7,3,1,68,84,45,5,5,2,7,12,7,8.75,33.68825906469125,294.77226681604844,0.0112294196882304,16.376237045336026,2,1,50.0,1,aheckmann/gm,False
0.0,0,0,0,0.0,0,15,3,3,0.125,6,0,0.126761,9,42,53,27,4,62,77,42,19,96,42,106,202,61,23.976190476190474,1198.008942187703,28723.69059007183,0.3993363140625677,1595.760588337324,12,4,42.85714285714285,1,aheckmann/gm,False
0.0,0,0,0,0.0,0,7,2,2,0.12,3,0,0.12,3,22,26,15,3,22,26,15,12,38,23,52,90,35,13.565217391304348,461.63547152504697,6262.18552677455,0.1538784905083489,347.89919593191945,7,3,46.66666666666666,0,aheckmann/gm,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.1,1,4,4,1,1,9,13,6,3,3,3,4,7,6,2.0,18.09473750504809,36.18947501009619,0.0060315791683493,2.0105263894497885,1,1,100.0,0,aheckmann/gm,False
0.0,0,0,0,0.0,0,2,1,1,0.125,1,0,0.125,1,7,11,5,2,7,11,5,6,10,8,14,24,14,5.25,91.37651812938248,479.72672017925805,0.0304588393764608,26.651484454403224,2,2,40.0,0,aheckmann/gm,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,1,1,7,9,4,3,3,3,4,7,6,2.0,18.09473750504809,36.18947501009619,0.0060315791683493,2.0105263894497885,1,1,100.0,0,aheckmann/gm,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,7,3,1,5,7,3,3,5,5,8,13,8,2.4000000000000004,39.0,93.6,0.013,5.2,1,1,33.33333333333333,0,aheckmann/gm,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,2,0,3,3,2,3,4,5,5,9,8,1.5,27.0,40.5,0.009,2.25,1,0,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,10,10,3,2,21,21,8,7,15,12,17,32,19,4.958333333333334,135.93368043019473,674.0044987997156,0.0453112268100649,37.44469437776198,1,2,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,4,1,7,7,4,5,11,8,11,22,13,3.4375,81.40967379910403,279.8457536844201,0.0271365579330346,15.546986315801115,2,1,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0231214,4,6,9,2,1,169,186,83,3,6,8,11,17,11,2.0625,58.81033751683406,121.29632112847024,0.0196034458389446,6.738684507137236,1,1,50.0,1,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,3,6,6,7,13,9,1.75,41.20902501875006,72.1157937828126,0.0137363416729166,4.0064329879340335,1,1,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,3,0,8,8,3,6,9,6,8,17,12,4.0,60.94436251225966,243.77745004903863,0.0203147875040865,13.543191669391035,2,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,1,1,6,6,1,5,6,7,7,13,12,2.5,46.60451250937504,116.5112812734376,0.015534837503125,6.472848959635422,1,1,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,10,4,2,0.0243902,2,0,0.0238095,4,80,92,30,0,164,178,80,18,162,69,167,329,87,21.782608695652176,2119.728410134232,46173.21449901087,0.7065761367114105,2565.1785832783817,9,0,18.367346938775512,1,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,2,3,4,4,7,6,1.0,18.09473750504809,18.09473750504809,0.0060315791683493,1.0052631947248942,1,0,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,3,1,5,5,3,4,6,6,7,13,10,2.333333333333333,43.18506523353572,100.76515221158334,0.0143950217445119,5.59806401175463,2,1,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,3,1,5,5,3,5,11,9,17,28,14,4.722222222222222,106.6059378176129,503.416928583172,0.0355353126058709,27.96760714350956,1,1,33.33333333333333,1,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,1,0,14,14,5,4,7,6,7,14,10,2.333333333333333,46.50699332842308,108.51631776632053,0.0155023311094743,6.02868432035114,1,0,100.0,1,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.2,1,0,0.2,1,4,5,2,0,4,5,2,3,5,6,6,11,9,1.5,34.86917501586544,52.30376252379816,0.0116230583386218,2.905764584655453,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,4,8,7,10,18,11,2.857142857142857,62.26976913547136,177.91362610134675,0.0207565897118237,9.88409033896371,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,2,0,6,6,2,4,12,9,15,27,13,3.333333333333333,99.91187238980947,333.0395746326983,0.0333039574632698,18.50219859070546,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,4,0,8,8,4,6,14,12,13,27,18,3.25,112.58797503894245,365.9109188765629,0.0375293250129808,20.328384382031278,2,0,40.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,3,5,7,8,13,10,1.7142857142857142,43.18506523353572,74.03154040034694,0.0143950217445119,4.11286335557483,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,3,5,7,7,12,10,1.5,39.86313713864836,59.79470570797253,0.0132877123795494,3.321928094887363,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,10,10,3,0,12,12,4,7,15,11,15,30,18,4.7727272727272725,125.09775004326936,597.0574433883311,0.0416992500144231,33.16985796601839,2,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,3,6,7,8,14,10,1.7142857142857142,46.50699332842308,79.7262742772967,0.0155023311094743,4.4292374598498165,1,0,50.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0526316,1,14,14,6,0,18,19,10,8,23,14,21,44,22,6.0,196.21499122004107,1177.2899473202465,0.065404997073347,65.40499707334703,2,0,28.57142857142857,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,9,9,4,0,9,9,4,5,13,10,14,27,15,3.5,105.48604608143,369.201161285005,0.0351620153604766,20.511175626944723,2,0,40.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,3,1,7,7,3,5,5,6,8,13,11,3.333333333333333,44.97261104228487,149.90870347428287,0.0149908703474282,8.328261304126826,2,1,66.66666666666666,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,3,4,5,8,6,1.25,20.67970000576925,25.84962500721156,0.0068932333352564,1.43609027817842,1,1,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,11,11,4,1,11,11,4,10,21,15,20,41,25,6.666666666666666,190.3981037807637,1269.3206918717578,0.0634660345935879,70.51781621509765,2,1,40.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,1,0,4,4,1,4,6,8,9,15,12,2.25,53.77443751081735,120.99248439933903,0.0179248125036057,6.721804688852169,1,0,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,3,3,2,2,5,5,1.5,11.60964047443681,17.414460711655217,0.0038698801581456,0.9674700395364008,1,0,100.0,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,1,0,0,0.166667,1,0,0.166667,1,5,6,3,1,5,6,3,3,7,7,9,16,10,1.9285714285714288,53.1508495181978,102.50520978509576,0.0177169498393992,5.6947338769497655,1,1,33.33333333333333,0,tschaub/grunt-gh-pages,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,10,4,2,13,17,8,6,10,7,15,25,13,6.428571428571429,92.5109929535273,594.7135261298184,0.0308369976511757,33.03964034054547,2,2,50.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,16,6,5,0.0434783,2,0,0.0864198,7,44,59,27,2,74,106,48,18,93,38,98,191,56,23.210526315789476,1109.2047901130024,25745.226970517582,0.3697349300376675,1430.290387250977,11,2,39.285714285714285,1,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0909091,1,0,0.0952381,2,10,12,7,3,19,27,11,5,19,14,28,47,19,5.0,199.6525931318485,998.2629656592426,0.0665508643772828,55.4590536477357,1,3,14.285714285714285,1,hapijs/hapi,False
0.0,0,0,0,0.0,0,36,4,4,0.142857,15,0,0.117188,15,90,142,62,2,113,176,80,24,280,105,313,593,129,35.77142857142857,4157.657762465989,148725.35767449767,1.3858859208219965,8262.519870805427,25,2,40.32258064516129,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,4,1,0,3,4,1,2,3,4,4,7,6,1.0,18.09473750504809,18.09473750504809,0.0060315791683493,1.0052631947248942,1,0,100.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.25,1,0,0.25,1,3,4,1,0,3,4,1,2,2,3,3,5,5,1.0,11.60964047443681,11.60964047443681,0.0038698801581456,0.6449800263576005,1,0,100.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,12,2,2,0.0,0,0,0.0,0,16,19,9,1,16,19,9,14,70,31,75,145,45,16.935483870967744,796.3186989678028,13486.042482519242,0.2654395663226009,749.2245823621802,10,1,100.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,7,2,2,0.0,0,0,0.0,0,21,27,13,1,21,27,13,7,41,22,57,98,29,9.068181818181818,476.0821375225021,4317.19938344269,0.158694045840834,239.84441019126055,7,1,38.88888888888889,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,12,4,3,0.0,0,0,0.0,0,24,29,13,1,24,29,13,15,65,28,64,129,43,17.142857142857142,699.9881533565706,11999.796914684068,0.2333293844521902,666.6553841491149,10,1,62.5,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,16,21,13,2,49,66,37,10,40,21,43,83,31,10.238095238095235,411.19829376211067,4209.887293278752,0.1370660979207035,233.88262740437509,2,2,16.666666666666664,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,53,6,4,0.104938,17,0,0.104294,17,145,206,101,4,146,208,102,26,580,154,661,1241,180,55.798701298701296,9297.389692545126,518782.2703119498,3.0991298975150423,28821.237239552764,49,4,41.17647058823529,1,hapijs/hapi,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,18,24,16,2,18,24,16,13,50,25,59,109,38,15.34,572.0240989653507,8774.84967812848,0.1906746996551169,487.4916487849155,3,2,20.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,5,3,3,0.4,4,0,0.4,4,6,11,1,1,6,11,1,9,17,10,18,35,19,8.1,148.67746297052548,1204.2874500612563,0.0495591543235084,66.90485833673647,5,1,500.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,19,2,2,0.0793651,5,0,0.0793651,5,58,82,38,1,58,82,38,10,128,40,145,273,50,18.125,1540.7727398085,27926.50590902906,0.5135909132694999,1551.4725505016145,18,1,47.368421052631575,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.08,2,10,13,6,2,23,36,17,8,19,12,20,39,20,6.666666666666667,168.55519570060713,1123.7013046707143,0.0561850652335357,62.42785025948413,2,2,33.33333333333333,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,3,1,1,0.0909091,1,0,0.0666667,3,10,14,4,2,42,62,29,8,19,14,21,40,22,6.0,178.37726474549189,1070.2635884729514,0.0594590882484972,59.459088248497295,3,2,75.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,10,13,6,2,10,13,6,7,20,12,22,42,19,6.416666666666666,178.41295556463058,1144.816464873046,0.0594709851882101,63.600914715169225,3,2,50.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,6,8,3,2,6,8,3,5,10,6,11,21,11,4.583333333333333,72.64806399138325,332.9702932938399,0.024216021330461,18.49834962743555,2,2,66.66666666666666,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,5,6,3,3,5,6,3,9,19,17,28,47,26,7.411764705882352,220.92066675263132,1637.41200063715,0.0736402222508771,90.96733336873056,2,3,66.66666666666666,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,12,14,3,0,12,14,3,5,14,12,18,32,17,3.75,130.79881092001088,490.4955409500408,0.0435996036400036,27.249752275002265,1,0,12.5,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,7,4,2,6,7,4,5,15,10,20,35,15,5.0,136.74117084629816,683.7058542314908,0.0455803902820993,37.98365856841615,1,2,25.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,6,3,2,5,6,3,5,12,8,16,28,13,5.0,103.6123121079506,518.0615605397529,0.0345374373693168,28.78119780776405,1,2,33.33333333333333,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,4,1,1,3,4,1,3,6,7,8,14,10,1.7142857142857142,46.50699332842308,79.7262742772967,0.0155023311094743,4.4292374598498165,1,1,100.0,1,hapijs/hapi,False
0.0,0,0,0,0.0,0,6,1,1,0.0,0,0,0.0,0,15,20,10,1,15,20,10,10,35,19,36,71,29,9.473684210526317,344.91665065405766,3267.631427248967,0.1149722168846858,181.5350792916093,6,1,60.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,6,3,2,5,6,3,6,13,11,16,29,17,4.363636363636363,118.53642239625988,517.2498431836793,0.0395121407987532,28.736102399093294,1,2,33.33333333333333,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,4,1,0,3,4,1,2,2,3,3,5,5,1.0,11.60964047443681,11.60964047443681,0.0038698801581456,0.6449800263576005,1,0,100.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,4,3,3,0.0769231,1,0,0.0769231,1,12,17,10,4,12,17,10,12,32,19,41,73,31,12.947368421052632,361.6563306582419,4682.49775483829,0.1205521102194139,260.1387641576828,4,4,44.44444444444444,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,4,0,0,0.0,0,0,0.0,0,7,10,5,3,7,10,5,9,30,16,39,69,25,10.96875,320.426077094456,3514.673533129814,0.1068086923648186,195.25964072943407,4,3,57.14285714285714,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,10,1,1,0.25,28,0,0.237288,28,84,123,56,4,90,132,62,15,254,114,320,574,129,21.052631578947366,4024.444444612948,84725.14620237784,1.3414814815376492,4706.952566798769,10,4,13.157894736842104,1,hapijs/hapi,False
0.0,0,0,0,0.0,0,6,1,1,0.0769231,1,0,0.0769231,1,12,16,7,2,12,16,7,12,45,19,54,99,31,17.05263157894737,490.4654347283007,8363.726360629971,0.1634884782427669,464.6514644794429,4,2,57.14285714285714,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,4,5,2,1,4,5,2,6,9,7,11,20,13,4.714285714285714,74.00879436282185,348.8986019961601,0.0246695981209406,19.38325566645334,1,1,50.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,7,2,2,0.0666667,1,0,0.0625,1,14,19,9,4,15,21,10,15,49,26,60,109,41,17.307692307692307,583.9731685033711,10107.2279164045,0.194657722834457,561.5126620224722,7,4,41.17647058823529,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,4,1,2,3,4,1,3,3,6,8,11,9,2.0,34.86917501586544,69.73835003173087,0.0116230583386218,3.874352779540604,1,2,100.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,12,5,5,0.0,0,0,0.0,0,32,39,24,2,32,39,24,19,70,25,72,142,44,27.36,775.2392898464963,21210.546970200136,0.2584130966154987,1178.363720566674,11,2,45.83333333333333,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,2,1,1,0.125,1,0,0.111111,1,7,11,3,0,8,13,4,5,14,7,13,27,12,4.642857142857143,96.79398751947124,449.4006563404022,0.0322646625064904,24.966703130022346,2,0,66.66666666666666,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,14,2,2,0.12766,6,0,0.15,9,41,64,25,1,51,79,32,16,120,50,128,248,66,20.48,1499.0097416008964,30699.71950798636,0.4996699138669654,1705.5399726659089,13,1,50.0,0,hapijs/hapi,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0555556,1,4,5,1,2,17,25,11,2,3,5,6,9,7,1.2,25.26619429851844,30.319433158222125,0.0084220647661728,1.6844129532345624,1,2,100.0,0,hapijs/hapi,False
