AVGNOAL,AVGNODL,AVGNOEMT,AVGNOML,AVGTBC,CC,CCL,CCO,CChurn,CD,CI,CLC,CLLC,CLOC,CYCL,CYCL_DENS,DLOC,HBUGS,HDIFF,HEFF,HLEN,HON_D,HON_T,HOR_D,HOR_T,HTIME,HVOC,HVOL,LDC,LLDC,LLOC,LOC,MNOAL,MNODL,MNOEMT,MNOML,McCC,NII,NL,NLE,NOADD,NOCC,NOCHG,NOContr,NODEL,NOI,NOMOD,NOS,NUMPAR,PARAMS,SOADD,SODEL,SOMOD,TCD,TCLOC,TLLOC,TLOC,TNOS,Vuln,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,repo
11.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1,12.5,0.0,0.1161523833516026,4.3,1498.3657452356742,76,20,43,4,33,83.24254140198191,24,348.45715005480787,0.0,0.0,10.0,11.0,11.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,11.0,0.0,0.0,0.0,0.0,10.0,11.0,8.0,0,0.0,0.0,0.0,3.0,0.0,gentooboontoo/js-quantities
24.666666,26.0,1370.6666,3.0,5.0,1.0,1.0,9.0,22.0,0.035714287,1.0,1.0,1.0,1.0,9,42.85714285714285,1.0,0.2342372577738201,23.333333333333336,16396.608044167413,137,21,70,14,67,910.9226691204116,35,702.7117733214604,29.0,27.0,27.0,29.0,29.0,28.0,3710.0,3.0,9.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,24.0,0.0,0,74.0,52.0,3.0,0.035714287,1.0,27.0,29.0,24.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
1.0,0.0,304.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,1.0,1.0,1.0,1.0,1.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
2.3333333,2.0,1029.5,1.0,21.666666,0.0,0.0,0.0,3.0,0.6666667,0.0,0.0,0.0,6.0,1,100.0,6.0,0.012,2.1,75.6,12,5,7,3,5,4.199999999999998,8,36.0,0.0,0.0,3.0,3.0,3.0,2.0,3710.0,1.0,1.0,5.0,0.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,2,7.0,4.0,1.0,0.6666667,6.0,3.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
4.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,50.0,0.0,0.012,2.1,75.6,12,5,7,3,5,4.199999999999998,8,36.0,0.0,0.0,4.0,4.0,4.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0.0,0.0,0.0,1.0,0.0,gentooboontoo/js-quantities
5.3333335,5.0,1370.6666,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,66.66666666666666,0.0,0.0149908703474282,3.6,161.9013997522255,13,5,6,6,7,8.994522208456972,11,44.97261104228487,0.0,0.0,6.0,6.0,6.0,5.0,3710.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,0,16.0,10.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
13.0,0.0,304.0,0.0,0.0,0.9756098,2.0,2.0,13.0,0.0,2.0,0.84615386,0.8,0.0,1,12.5,0.0,0.1085128360535075,4.4444444444444455,1446.8378140467678,73,18,40,4,33,80.37987855815376,22,325.53850816052267,11.0,8.0,10.0,13.0,13.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,13.0,0.0,0.0,0.0,0.0,10.0,13.0,8.0,0,0.0,0.0,0.0,4.0,0.0,gentooboontoo/js-quantities
1.0,0.0,304.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,1.0,1.0,1.0,1.0,1.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
22.666666,22.0,1370.6666,0.0,5.0,1.0,2.0,11.0,24.0,0.0,2.0,1.0,1.0,0.0,6,27.27272727272727,0.0,0.1703016990363956,16.333333333333332,8344.783252783385,96,24,49,16,47,463.599069599077,40,510.9050971091869,24.0,23.0,23.0,24.0,24.0,23.0,3710.0,0.0,6.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,15.0,1.0,1,68.0,44.0,0.0,0.0,0.0,23.0,24.0,15.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
72.0,67.0,1370.6666,9.0,5.0,1.0,1.0,19.0,82.0,0.013888889,1.0,1.0,1.0,1.0,16,32.6530612244898,0.0,0.4839655310838336,74.02499999999998,107476.64531544232,271,20,141,21,130,5970.924739746794,41,1451.896593251501,84.0,75.0,71.0,80.0,84.0,68.0,3710.0,9.0,19.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,49.0,2.0,2,216.0,134.0,9.0,0.013157895,1.0,75.0,84.0,53.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
16.333334,15.5,1029.5,1.0,21.666666,1.0,1.0,6.0,18.0,0.0,1.0,1.0,1.0,0.0,6,50.0,0.0,0.0922386658783539,13.636363636363637,3773.399967750844,63,11,30,10,33,209.6333315417136,21,276.7159976350619,17.0,17.0,17.0,17.0,17.0,16.0,3710.0,1.0,6.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,1.0,10.0,1.0,1,49.0,31.0,1.0,0.0,0.0,17.0,17.0,10.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
23.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,23.0,0.05263158,0.0,0.0,0.0,1.0,1,6.25,0.0,0.2576182081401175,9.72,7512.146949365828,156,25,81,6,75,417.3414971869904,31,772.8546244203526,0.0,0.0,18.0,23.0,23.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0,23.0,0.0,0.0,0.05263158,1.0,18.0,23.0,18.0,0,0.0,0.0,0.0,8.0,0.0,gentooboontoo/js-quantities
156.0,0.0,304.0,0.0,0.0,0.357,6.0,10.0,156.0,0.0,10.0,0.32051283,0.31896552,0.0,1,10.0,0.0,0.0651148432601419,2.3076923076923075,450.79506872405983,50,13,30,2,20,25.04417048466999,15,195.344529780426,50.0,37.0,22.0,31.0,156.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0,156.0,0.0,0.0,0.033333335,4.0,116.0,156.0,102.0,0,0.0,0.0,0.0,38.0,0.0,gentooboontoo/js-quantities
2.0,2.0,1370.6666,0.0,5.0,1.0,1.0,19.0,2.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0033333333333333,1.5,15.0,5,2,3,2,2,0.8333333333333334,4,10.0,3.0,3.0,3.0,3.0,3.0,2.0,3710.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1,6.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
12.333333,11.0,1370.6666,4.0,5.0,1.0,1.0,3.0,15.0,0.21428572,1.0,1.0,1.0,3.0,3,42.85714285714285,0.0,0.0340621903437528,11.916666666666664,1217.7233047891634,25,6,13,11,12,67.65129471050909,17,102.18657103125852,15.0,11.0,11.0,15.0,15.0,14.0,3710.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,8.0,1.0,1,37.0,22.0,4.0,0.21428572,3.0,11.0,15.0,8.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
16.333334,12.0,1370.6666,0.0,5.0,1.0,1.0,3.0,25.0,0.0625,1.0,1.0,1.0,1.0,3,30.0,0.0,0.0648289214233104,6.730769230769232,1309.0455287399222,45,13,25,7,20,72.72475159666234,20,194.48676426993129,20.0,15.0,15.0,20.0,20.0,12.0,3710.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,10.0,1.0,1,49.0,24.0,0.0,0.0625,1.0,15.0,20.0,10.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
1.0,0.0,3710.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,0.0,0.0,1.0,1.0,1.0,0.0,3710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
2.3333333,2.0,1370.6666,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0166096404744368,2.333333333333333,116.2674833210577,15,6,7,4,8,6.45930462894765,10,49.82892142331044,0.0,0.0,3.0,3.0,3.0,2.0,3710.0,0.0,2.0,9.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0,7.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
18.0,0.0,160.5,2.0,53.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1,7.6923076923076925,0.0,0.1743458750793272,6.590909090909091,3447.293439068515,110,22,58,5,52,191.5163021704731,27,523.0376252379816,0.0,0.0,15.0,18.0,18.0,0.0,304.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,13.0,0.0,0,18.0,0.0,2.0,0.0,0.0,15.0,18.0,15.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
10.666667,8.5,1370.6666,8.0,5.0,1.0,1.0,3.0,15.0,0.0,1.0,1.0,1.0,0.0,3,23.07692307692308,0.0,0.0901709291808494,16.0,4328.204600680772,59,12,32,12,27,240.45581114893184,24,270.51278754254827,15.0,15.0,15.0,15.0,15.0,13.0,3710.0,8.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,12.0,1.0,1,32.0,17.0,8.0,0.0,0.0,15.0,15.0,12.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
7.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.0468513858429734,3.125,439.23174227787615,32,16,20,5,12,24.401763459882,21,140.55415752892034,0.0,0.0,6.0,7.0,7.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,7.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,0,0.0,0.0,0.0,6.0,0.0,gentooboontoo/js-quantities
6.0,0.0,160.5,2.0,53.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1,25.0,0.0,0.0364643122256795,3.5,382.8752783696348,28,10,14,5,14,21.270848798313047,15,109.39293667703852,6.0,6.0,6.0,6.0,6.0,0.0,304.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0,6.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
17.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.02,2.0,120.0,20,6,12,2,8,6.666666666666668,8,60.0,0.0,0.0,10.0,13.0,17.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0,17.0,0.0,0.0,0.0,0.0,14.0,17.0,10.0,0,0.0,0.0,0.0,1.0,0.0,gentooboontoo/js-quantities
22.666666,23.0,1370.6666,0.0,5.0,1.0,2.0,11.0,22.0,0.0,2.0,1.0,1.0,0.0,6,27.27272727272727,0.0,0.1609364437456032,17.09090909090909,8251.650388410932,92,22,47,16,45,458.4250215783852,38,482.8093312368098,24.0,23.0,23.0,24.0,24.0,23.0,3710.0,0.0,6.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,15.0,1.0,1,68.0,46.0,0.0,0.0,0.0,23.0,24.0,15.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
1.0,0.0,3710.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0015849625007211,0.5,2.377443751081734,3,2,2,1,1,0.1320802083934296,3,4.754887502163468,0.0,0.0,1.0,1.0,1.0,0.0,3710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
14.0,0.0,3710.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1,8.333333333333332,0.0,0.1813502191579167,10.735294117647056,5840.543822879965,122,17,73,5,49,324.47465682666467,22,544.0506574737501,0.0,0.0,14.0,14.0,14.0,0.0,3710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,12.0,0,0.0,0.0,0.0,3.0,0.0,gentooboontoo/js-quantities
2.3333333,2.0,1370.6666,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,200.0,0.0,0.0155023311094743,4.0,186.0279733136923,14,5,8,5,6,10.33488740631624,10,46.50699332842308,0.0,0.0,3.0,3.0,3.0,2.0,3710.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1,7.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
1.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,0.0,0.0,1.0,1.0,1.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
19.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.0158496250072115,2.0,95.09775004326936,15,6,8,3,7,5.283208335737188,9,47.548875021634686,0.0,0.0,9.0,12.0,19.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0,19.0,0.0,0.0,0.06666667,1.0,14.0,19.0,9.0,0,0.0,0.0,0.0,1.0,0.0,gentooboontoo/js-quantities
16.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1,7.142857142857142,0.0,0.1598325224473478,5.894736842105262,2826.5119759109925,106,19,56,4,50,157.02844310616624,23,479.4975673420434,0.0,0.0,16.0,16.0,16.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,14.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
49.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.0230628774575819,3.1428571428571432,217.4499874572016,20,7,11,4,9,12.08055485873342,11,69.18863237274596,0.0,0.0,10.0,13.0,49.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0,49.0,0.0,0.0,0.025641026,1.0,38.0,49.0,28.0,0,0.0,0.0,0.0,7.0,0.0,gentooboontoo/js-quantities
11.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1,12.5,0.0,0.1420182633365132,6.117647058823528,2606.452832999537,97,17,52,4,45,144.80293516664096,21,426.0547900095398,0.0,0.0,10.0,11.0,11.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,11.0,0.0,0.0,0.0,0.0,10.0,11.0,8.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
5.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,50.0,0.0,0.0207565897118237,2.8571428571428568,177.91362610134675,18,7,10,4,8,9.884090338963713,11,62.26976913547136,0.0,0.0,4.0,5.0,5.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0,0.0,0.0,0.0,2.0,0.0,gentooboontoo/js-quantities
1.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,0.0,0.0,1.0,1.0,1.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
6.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,33.33333333333333,0.0,0.0377666090908823,2.5454545454545454,288.39956033037424,29,11,14,4,15,16.022197796131902,15,113.29982727264704,0.0,0.0,5.0,6.0,6.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
8.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.0449620912537537,4.363636363636363,588.5946491400489,33,11,16,6,17,32.69970273000271,17,134.8862737612612,0.0,0.0,7.0,7.0,8.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
14.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,14.0,0.083333336,0.0,0.0,0.0,1.0,1,11.111111111111107,0.0,0.1070280750370193,7.5,2408.1316883329355,77,13,39,5,38,133.7850937962742,18,321.08422511105806,0.0,0.0,11.0,14.0,14.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0,14.0,0.0,0.0,0.083333336,1.0,11.0,14.0,15.0,0,0.0,0.0,0.0,2.0,0.0,gentooboontoo/js-quantities
3.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0158496250072115,1.1428571428571428,54.34157145329679,15,7,8,2,7,3.018976191849821,9,47.548875021634686,0.0,0.0,3.0,3.0,3.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
10.0,0.0,3710.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,12.5,0.0,0.1061981878360896,7.142857142857142,2275.675453630492,75,14,40,5,35,126.42641409058292,19,318.5945635082689,0.0,0.0,10.0,10.0,10.0,0.0,3710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0.0,0.0,0.0,2.0,0.0,gentooboontoo/js-quantities
20.333334,18.0,1029.5,1.0,21.666666,1.0,1.0,7.0,25.0,0.0,1.0,1.0,1.0,0.0,6,37.5,0.0,0.1530132882872064,14.625,6713.458023601182,91,20,45,13,46,372.96989020006566,33,459.03986486161926,21.0,18.0,18.0,21.0,21.0,20.0,3710.0,1.0,7.0,0.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,9.0,1.0,11.0,1.0,1,61.0,36.0,1.0,0.0,0.0,18.0,21.0,11.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
1.0,0.0,304.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,1.0,1.0,1.0,1.0,1.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
42.333332,34.5,1370.6666,19.0,5.0,1.0,2.0,19.0,58.0,0.0625,3.0,1.0,1.0,3.0,11,32.35294117647059,0.0,0.3341180516892416,36.72727272727273,36813.73442248735,191,22,101,16,90,2045.207467915964,38,1002.3541550677248,54.0,47.0,45.0,52.0,54.0,45.0,3710.0,19.0,11.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,32.0,2.0,2,127.0,69.0,19.0,0.06,3.0,47.0,54.0,34.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
9.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,0.0,0.0,4.0,4.0,9.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,9.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,0,0.0,0.0,0.0,6.0,0.0,gentooboontoo/js-quantities
42.0,0.0,160.5,1.0,53.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.02,2.0,120.0,20,6,12,2,8,6.666666666666668,8,60.0,0.0,0.0,10.0,14.0,42.0,0.0,304.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0,42.0,0.0,1.0,0.0,0.0,37.0,42.0,32.0,0,0.0,0.0,0.0,3.0,0.0,gentooboontoo/js-quantities
6.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0105664166714743,2.0,63.39850002884626,10,5,5,4,5,3.5221388904914583,9,31.69925001442313,0.0,0.0,5.0,5.0,6.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
3.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.009357849740192,1.0,28.07354922057604,10,5,5,2,5,1.5596416233653356,7,28.07354922057604,0.0,0.0,3.0,3.0,3.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
17.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1,8.333333333333332,0.0,0.1718226790216648,7.25,3737.1432687212096,111,20,58,5,53,207.61907048451164,25,515.4680370649944,0.0,0.0,14.0,17.0,17.0,0.0,304.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0,17.0,0.0,0.0,0.0,0.0,14.0,17.0,12.0,0,0.0,0.0,0.0,5.0,0.0,gentooboontoo/js-quantities
16.333334,16.0,1370.6666,0.0,5.0,1.0,1.0,5.0,17.0,0.0,1.0,1.0,1.0,0.0,5,38.46153846153847,0.0,0.0486491250168269,5.090909090909091,743.004818438812,35,11,16,7,19,41.27804546882289,18,145.9473750504809,17.0,17.0,17.0,17.0,17.0,16.0,3710.0,0.0,5.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,10.0,1.0,1,49.0,32.0,0.0,0.0,0.0,17.0,17.0,10.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
34.333332,31.5,1370.6666,0.0,5.0,1.0,1.0,10.0,40.0,0.1,1.0,1.0,1.0,3.0,8,30.76923076923077,0.0,0.2802508230900479,22.285714285714285,18736.769315163205,154,28,78,16,76,1040.931628620178,44,840.7524692701437,35.0,27.0,27.0,35.0,35.0,34.0,3710.0,0.0,10.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,8.0,0.0,18.0,1.0,1,103.0,63.0,0.0,0.1,3.0,27.0,35.0,18.0,0,0.0,0.0,0.0,0.0,0.0,gentooboontoo/js-quantities
